particle_size_nm,drug_diffusion,nanoparticle_diffusion,release_rate,uptake_rate,drug_loading,tumor_growth_rate,drug_efficacy,penetration_depth,average_drug_concentration,final_tumor_volume,tumor_reduction_percent
22.7535442548,9.07943257533e-09,9.34932067688e-09,0.195223511741,0.04167282973,0.754739037461,0.0140406438576,0.975798561502,1.2,0.00617234967821,50000,95
30.3232165153,9.11700796501e-09,3.10876885907e-09,0.18950826621,0.0185516892109,0.640241408309,0.049851867031,0.88768654998,1,0.00451106079383,624673.942649,37.5326057351
182.389315653,2.12916043769e-09,9.12413442429e-09,0.152146814916,0.0558507208107,0.952982790841,0.0152654383813,0.971381303094,1,0.00690442950749,50000,95
27.6541269364,3.21383722546e-10,9.71067084969e-09,0.0640014721956,0.0111176139564,0.838431870387,0.0183440657842,0.534437508756,1.8,0.0107533851685,369919.059092,63.0080940908
48.941033965,4.36219230314e-09,1.4854659824e-09,0.178712597367,0.090924977901,0.923035237966,0.0101392104078,0.807071257396,0.4,0.00340483848665,50000,95
99.5135246601,6.13927437114e-09,1.74576803572e-10,0.0272468949637,0.0903805559815,0.27158904368,0.0106216241861,0.608758776128,0.2,0.000748657171626,495141.641371,50.4858358629
192.085694568,7.61393984794e-09,7.52555809466e-09,0.17626902494,0.0427163150953,0.424823997404,0.010956614704,0.938938922191,1,0.0031636459474,50000,95
72.7040528607,2.58552945625e-09,9.6774320437e-09,0.196920095182,0.0892893871314,0.468982694492,0.0148214676339,0.785340132852,0.8,0.00292190063178,50000,95
103.056808252,1.28985032803e-09,3.30839764859e-09,0.0984445949476,0.0449546019421,0.904258245777,0.0161834593181,0.328094257388,0.8,0.00494190864399,787645.454205,21.2354545795
36.0241644277,8.12719863843e-10,1.05682696772e-10,0.0366890260494,0.0151597289718,0.980974806088,0.0242350021067,0.877764098779,0.2,0.0030952536783,474691.295943,52.5308704057
133.931042221,1.68804484441e-09,1.58107300936e-10,0.198225979438,0.0152501961611,0.34822347304,0.0136834682162,0.548610767052,0.2,0.00117878144878,160577.415871,83.9422584129
158.058975145,8.4477698255e-09,1.05844397522e-09,0.123918231944,0.0819679311535,0.956924460436,0.0490564427042,0.949848138813,0.2,0.00338577928868,530767.694079,46.9232305921
140.428886906,8.32631365621e-09,6.92506742549e-09,0.142422921103,0.0678974741553,0.933270513449,0.0115776454145,0.318011556494,0.8,0.00569477727377,499304.747016,50.0695252984
172.840225239,9.60503874149e-09,9.24847523291e-09,0.0283606667403,0.0289130511774,0.59766990601,0.033958487271,0.991638521701,1.4,0.00526107232635,867216.57137,13.278342863
161.722792134,6.11423119649e-09,7.13596528798e-10,0.0170556326426,0.0199017128467,0.672193910976,0.0166245937157,0.892661519615,0.4,0.0023889162286,652946.877244,34.7053122756
44.6527702233,7.37233557819e-09,3.42324325173e-09,0.0985921486726,0.0156329093576,0.995208954036,0.0102900045759,0.770065838543,1,0.00761959649151,50000,95
101.459774631,5.14209019429e-09,2.92341836864e-09,0.166118392351,0.0983393041887,0.253787516852,0.0401421881902,0.822347469368,0.4,0.00106712564166,419340.200464,58.0659799536
23.1662690784,4.49657114264e-09,8.80756907089e-09,0.198013227375,0.0159093870869,0.299233964341,0.0138674766316,0.907260044313,1.6,0.00334843457372,50000,95
196.292771856,1.47744106947e-09,9.6891921665e-09,0.178584875443,0.0534875660353,0.637580739813,0.0107023588055,0.314935212289,1,0.00480461689397,446746.620384,55.3253379616
96.7637517537,2.24632686725e-09,9.05694171439e-09,0.189106808648,0.0123326477152,0.760889212672,0.0144297515915,0.92229248716,1.6,0.00924261896114,50000,95
113.4542896,2.90275224987e-09,5.36326207828e-09,0.0904395176085,0.027204105248,0.245012686288,0.0126412045689,0.849544661759,1,0.00188388065387,50000,95
196.653272197,1.24128155698e-10,7.53892975336e-10,0.176102553819,0.0474286474767,0.226330266056,0.0370442171876,0.996943201767,0.4,0.000833217062107,120340.168547,87.9659831453
100.195158705,3.5384192842e-09,4.12038955689e-09,0.0583634384831,0.0755475444541,0.931657796844,0.0170021877401,0.978958607412,0.6,0.00462042942082,54621.362816,94.5378637184
71.671462556,8.37301287013e-09,8.52585232451e-09,0.126241278673,0.0735970064401,0.602979338415,0.0489199239334,0.959986940786,0.8,0.00384823993572,466305.998044,53.3694001956
187.887864285,9.90236784425e-09,9.12974757434e-09,0.151407910226,0.0206922329262,0.980654059287,0.0335043465799,0.786622233311,1.4,0.0102584130332,249088.180865,75.0911819135
153.09626117,7.63052479192e-09,7.06559012623e-09,0.199853032962,0.0385968092163,0.348656628831,0.0212622129601,0.346630632679,1,0.00263164430669,973437.805342,2.65621946576
21.1759826865,2.93291476396e-10,2.74646737861e-10,0.106184881722,0.0359457203201,0.215368110357,0.0469784080978,0.953255002922,0.2,0.000709926317558,481530.02221,51.846997779
36.4310071188,2.31750326554e-09,4.32037938441e-10,0.157307682298,0.0911297333219,0.747120712499,0.047806209224,0.969409774419,0.2,0.00232999666554,388120.977466,61.1879022534
188.838321774,3.42249876573e-09,9.09301661788e-09,0.177537512697,0.0875490053077,0.578224287996,0.0394050334609,0.66959936769,0.8,0.0035489925246,845447.75502,15.455224498
30.6285072418,5.78563341248e-09,5.78931335194e-09,0.185501080772,0.0497106497328,0.536547858977,0.0119134183663,0.323476255076,0.8,0.00343113868507,481002.960247,51.8997039753
24.6382796749,8.75589260795e-09,6.78200696806e-10,0.1602503935,0.0854811722564,0.918428913347,0.0206469861865,0.343471196383,0.2,0.00302537780421,997565.447044,0.243455295606
191.886995329,9.67753045903e-09,2.59317573262e-09,0.194018341977,0.0111963657101,0.797478627587,0.019705746889,0.378417104376,1,0.00594325336715,717822.602776,28.2177397224
66.1289982748,9.53681609277e-09,7.96068315498e-09,0.178508813815,0.0100367925059,0.582873520292,0.0335211453702,0.867367539993,1.6,0.00703306305123,144980.46222,85.501953778
137.862294239,8.11697111177e-09,3.89174833233e-09,0.0953888263931,0.0136125865849,0.713945865662,0.04682492903,0.858463652431,1.2,0.00595470322866,746963.561827,25.3036438173
181.063490229,7.73728625933e-09,8.41057052219e-09,0.182333550729,0.0968384694167,0.790148664417,0.0152818663826,0.832544792723,0.8,0.00455886253557,50000,95
172.641302614,9.39505373922e-09,7.11728107785e-09,0.193088940108,0.085624316884,0.55278328566,0.0464343468793,0.999977307729,0.8,0.00314344099232,259756.949819,74.0243050181
50.7344210043,1.18917786484e-10,5.0392571491e-09,0.029957908327,0.0913186376066,0.339689388966,0.0112243283145,0.861748076629,0.6,0.00161021853761,194017.241391,80.5982758609
199.61961557,3.69544822235e-09,2.14984063164e-09,0.178439514811,0.0998655057578,0.530489332983,0.0263364100565,0.983828937384,0.4,0.00206920295211,50000,95
167.542572466,3.35155429444e-09,3.8582840511e-09,0.191561591508,0.0578462594496,0.90523556751,0.0414446213566,0.950534302725,0.6,0.00479489872608,220446.113547,77.9553886453
34.0095375206,6.12830356581e-09,6.32858940971e-10,0.114315485098,0.0198982951287,0.220637739465,0.0115102668984,0.34011056186,0.4,0.000929813503844,464846.21674,53.515378326
191.269197301,4.53387662354e-09,3.52440978768e-09,0.107978156656,0.0108647815387,0.535117736205,0.0203882230106,0.565823087201,1.2,0.00452240237666,307060.717576,69.2939282424
185.520133612,4.66865980323e-09,2.06136593096e-09,0.0918508009722,0.0959733620862,0.958981955434,0.023657110535,0.619288137399,0.4,0.00373891780073,360290.532635,63.9709467365
91.2438628774,6.34990468692e-09,9.64263178947e-09,0.0282725095321,0.0889768414111,0.230663299749,0.0159315084892,0.990298319963,0.8,0.00135236301356,208177.902051,79.1822097949
29.9686679194,2.70768510609e-10,1.82770756452e-09,0.179569159211,0.0399403997697,0.64722504126,0.0281142617776,0.59581032742,0.6,0.00305822423636,478051.583513,52.1948416487
181.324699515,5.20032107702e-10,4.36412296384e-09,0.0277289887361,0.0527434646552,0.513481106425,0.0116797595819,0.479029977194,0.8,0.00273618202426,698873.821419,30.1126178581
178.249633536,1.44342718675e-10,2.05268670159e-09,0.187322431837,0.0207709002611,0.993249673855,0.0192165309654,0.785473562058,0.8,0.00585065716176,69515.3699512,93.0484630049
157.075457504,9.72731863077e-09,2.74990721634e-09,0.116572163301,0.0864665105118,0.200600532697,0.0112977641249,0.887559061602,0.4,0.000858268514634,50000,95
165.040834034,2.40755023131e-10,8.10281619623e-09,0.0802212446602,0.0819344960866,0.850967366491,0.0272320569664,0.546680062261,0.8,0.00513350180749,760324.021161,23.9675978839
181.479401806,1.3962291256e-09,2.96869283371e-10,0.0993197594384,0.0671293925341,0.845191538016,0.0402172223889,0.990065894178,0.2,0.00262575497233,231687.447821,76.8312552179
112.364696615,9.75358181629e-09,3.01914655387e-09,0.161842188192,0.0354718311881,0.677473545045,0.0176290543348,0.723327004652,0.8,0.00387559031294,88661.9999142,91.1338000086
139.687043082,9.33401570506e-09,1.58569120798e-09,0.183185029349,0.0136858557788,0.216123821407,0.0110174142533,0.979172898416,0.8,0.00129111612571,50000,95
31.7148453982,1.34262513731e-10,8.52472551227e-09,0.105305953658,0.0276127640405,0.608615554294,0.0106481832946,0.777423017753,1.4,0.00559643023639,50000,95
80.1175150372,8.88956287076e-09,5.68385577707e-09,0.14624076529,0.0902086551457,0.295982907907,0.016461560568,0.440559095957,0.6,0.00153820504234,400844.862925,59.9155137075
81.0175795886,7.46011610383e-09,1.69185777128e-09,0.139072885992,0.0316735714958,0.205539574409,0.0351910689169,0.954128958732,0.6,0.0010128954572,139035.230865,86.0964769135
130.368379156,7.70349266621e-09,9.23000260739e-09,0.0483987618345,0.0524688010404,0.964164702349,0.0232541447216,0.583203092047,1,0.00712799245338,708409.498762,29.1590501238
196.253349036,9.67176605008e-09,7.67333527876e-09,0.111836598906,0.0111532701034,0.380850724099,0.0135258535402,0.931417222063,1.6,0.00441533533125,50000,95
79.3976446897,2.59251302242e-10,9.177624583e-09,0.0996508351465,0.0821395300571,0.204547091659,0.0388204779698,0.772031109022,0.8,0.00128837580965,587526.749266,41.2473250734
23.7809915858,5.46601777146e-09,7.25057381744e-09,0.139967929452,0.0155779475232,0.313375393143,0.0431567261212,0.996148036974,1.4,0.00324967068254,194996.393668,80.5003606332
58.7227255144,6.36260822539e-09,5.44157262371e-09,0.194577771992,0.0168050389639,0.942809282051,0.0327863428714,0.714346243546,1.2,0.00849770122399,344721.27568,65.527872432
46.9465835583,9.85257442418e-09,1.41264132268e-09,0.0774502492475,0.0880702520414,0.461270247228,0.0289024345911,0.960789608642,0.4,0.00169512467901,121566.217897,87.8433782103
38.1040585796,5.56625933529e-09,9.9289706014e-09,0.0675417954046,0.0401238674395,0.949271573911,0.0279233596909,0.971986646979,1.2,0.00805843509312,108396.715034,89.1603284966
66.740328585,9.76771149012e-09,7.05890682169e-09,0.148650107097,0.0994965673838,0.824899418566,0.0183654307287,0.9559820195,0.6,0.00445100697228,50000,95
121.778893056,1.17736039848e-09,1.72291627261e-09,0.161057702061,0.0823674860191,0.265898182145,0.0118197648417,0.773762664176,0.4,0.00103155419561,50000,95
144.902974846,7.74205822357e-09,5.4167402546e-10,0.0613315380567,0.0363696966986,0.923701273837,0.015652555396,0.420969381564,0.4,0.00335425209267,612509.461312,38.7490538688
105.833039299,6.59320002457e-09,9.948147791e-09,0.142586643003,0.069446858714,0.999735380959,0.0290691031931,0.650493709929,1,0.00689447891463,394709.788859,60.5290211141
69.4653264938,9.62753409939e-09,5.8309318183e-09,0.198395084916,0.072720057142,0.961597025564,0.0102083858517,0.545058370168,0.8,0.0054050063963,114559.32288,88.544067712
88.5380613934,4.18574502118e-09,2.51985876911e-09,0.163083166735,0.0110965679156,0.598207027252,0.0213534242183,0.905507827025,1,0.00441818255901,50000,95
89.4056620735,4.52790695093e-09,8.92398776413e-09,0.197782102588,0.0979444681191,0.956486642798,0.0468752079861,0.828601353548,0.8,0.00560905626993,670434.872762,32.9565127238
53.2641463983,3.46173117298e-10,8.06231562845e-09,0.171358025697,0.0509466577026,0.771641854524,0.0118547931106,0.958310400388,1,0.00552288143673,50000,95
113.352331143,9.87171088369e-09,4.51279753516e-09,0.0787640543441,0.0870731190368,0.840002897714,0.0386120269463,0.753621927451,0.6,0.00411125029377,775060.329331,22.4939670669
181.742833885,4.85071170112e-09,7.76920820435e-10,0.165393743654,0.0379640299605,0.535736465921,0.0485065435108,0.95741807879,0.4,0.00207366621031,426940.423009,57.3059576991
157.875509961,3.05578730708e-09,8.92454342406e-09,0.0876540130059,0.0586076673176,0.892435755815,0.0476827760893,0.970343164752,1,0.00629613199648,504015.137885,49.5984862115
199.753363898,6.29046167749e-09,2.99834490017e-10,0.18027103378,0.0374517981624,0.211994476706,0.0160611544345,0.495950329489,0.2,0.000702704837044,276116.242158,72.3883757842
163.041712231,9.61538580038e-09,9.43940972657e-09,0.177794857883,0.0963248991667,0.490231918157,0.0148676339344,0.333816861881,0.8,0.00294793228794,602856.200677,39.7143799323
30.7752728316,9.36219112775e-09,6.19737940861e-09,0.0527481343476,0.0440769767245,0.254993204745,0.0104129413263,0.981246831206,1,0.00173632361344,50000,95
195.002101479,5.14241540749e-09,2.21996328474e-09,0.198594493509,0.0849710314131,0.754441071357,0.0154461997478,0.356713628422,0.4,0.00307644593363,559694.010669,44.0305989331
59.9402673103,4.50375942526e-10,5.82895780979e-09,0.171153936941,0.0101260654387,0.847677777412,0.0266042417735,0.464987774135,1.4,0.00893809363598,802479.071641,19.7520928359
188.367750371,3.64811260608e-09,8.0446512533e-09,0.0877324329716,0.012426758398,0.479145976607,0.0151786776444,0.917601269875,1.6,0.00551930647961,50000,95
20.8588070812,2.47088539193e-09,5.4732919494e-10,0.124906775513,0.0339489021472,0.271293863537,0.0158371988701,0.793672553411,0.4,0.00100135761633,57176.024235,94.2823975765
23.4752584865,4.27421864522e-09,2.06303846462e-10,0.0974180308583,0.0200183327418,0.660569555287,0.0425353402893,0.888922649492,0.2,0.00225190325591,481566.559757,51.8433440243
193.1893756,5.81016069445e-10,9.07328365453e-09,0.130290955933,0.0241333520956,0.736247192809,0.0277993913884,0.802374268492,1.4,0.00728788655106,144494.256377,85.5505743623
108.552497517,9.74504355661e-10,9.74608438968e-09,0.0183165052329,0.0381695621551,0.981262838903,0.0122408987355,0.856520773286,1.2,0.00708924279978,334033.626397,66.5966373603
138.247092841,1.61717692717e-10,9.64991962622e-09,0.176962588704,0.0527898775989,0.281684465935,0.0180826787744,0.566480447107,1,0.00213003883204,212420.18701,78.757981299
62.4580256122,2.54601432538e-09,9.88174172774e-09,0.0828389033594,0.0116509572526,0.607893779353,0.0101540274456,0.989317124596,1.8,0.00777761148391,50000,95
189.482442298,7.4277106335e-09,9.2982859899e-09,0.188776934041,0.0285750559319,0.793744802462,0.013641392229,0.499658314426,1.4,0.00746915255254,195566.848204,80.4433151796
196.599595628,3.90017495939e-09,6.08046331051e-09,0.101288993926,0.0621250512712,0.28467358973,0.0269525012185,0.725196777167,0.8,0.00171251205036,256809.190428,74.3190809572
33.889762294,8.49055281391e-09,4.64105631732e-09,0.198170189005,0.01908544848,0.352849017083,0.025550898566,0.644004584628,1.2,0.00287459171105,268040.960061,73.1959039939
130.444580421,4.85731172842e-09,9.23954483056e-09,0.102388549548,0.0330685306171,0.371135914049,0.0489043241807,0.951113966757,1.2,0.00329891595924,511196.762077,48.8803237923
54.5126923755,5.80727313045e-09,7.18558797917e-09,0.103653955058,0.0999271821741,0.738309008817,0.0150733036894,0.528292663773,0.6,0.00400103093645,240593.982114,75.9406017886
171.732911973,4.79213254537e-09,6.56730037179e-09,0.196507872899,0.0189344988535,0.222614538585,0.0255559742363,0.777724346162,1.4,0.00208998292267,120401.757283,87.9598242717
115.624630746,9.5420385084e-09,8.71561081682e-09,0.0215372973982,0.0107151281518,0.521501378736,0.0108699658976,0.444392128077,1.8,0.00570120178067,708220.261337,29.1779738663
195.055267534,2.535522617e-09,4.59921777527e-09,0.162983896858,0.0969247320856,0.87347667167,0.0114669871414,0.747648593949,0.6,0.00416591556359,50000,95
94.2901958362,1.08698104693e-10,1.82043424495e-09,0.193525166986,0.0566724836478,0.906424540379,0.0120153794723,0.419668151878,0.4,0.00389407700766,284323.482293,71.5676517707
22.2118096354,8.35441380762e-09,9.31500917783e-09,0.119815747847,0.023142738827,0.692955772637,0.0164515994672,0.690617453709,1.4,0.0070370564468,95033.1891522,90.4966810848
31.8166885684,9.5449150567e-09,9.51406657325e-09,0.0781967157591,0.011929552831,0.909389362091,0.0321148007463,0.892328034554,1.8,0.011375684625,175194.227113,82.4805772887
90.6525458479,9.34692882359e-09,2.71130576326e-09,0.190294666572,0.0667333096368,0.964627654055,0.0127746407817,0.9444283917,0.6,0.00440808932924,50000,95
106.49872596,5.61946825675e-09,8.9651678624e-09,0.075527835409,0.0163398483506,0.994549914825,0.0119631111263,0.812777321386,1.6,0.0111192389365,50000,95
190.951339589,8.85289093008e-09,1.05639334013e-09,0.192200204502,0.0632252126381,0.355155948172,0.0239348759814,0.979385587159,0.4,0.00131810071729,50000,95
96.8622227426,7.05592614126e-09,1.56146764683e-09,0.119180857866,0.0420618334032,0.984505952376,0.0308008740295,0.931947830527,0.4,0.00439243178428,113634.619796,88.6365380204
170.338320932,1.24594820631e-09,7.88606352911e-10,0.0632866681861,0.0866118744789,0.649004267233,0.0109313186914,0.779492730267,0.2,0.00217283876682,70581.6101122,92.9418389888
61.5165911294,3.75590295992e-09,9.46406739582e-09,0.186222202315,0.0110457237175,0.319783844959,0.0215850173868,0.386510564458,1.8,0.00406861376993,758058.930035,24.1941069965
199.025195658,4.48516279068e-09,6.70273485485e-09,0.0938952510716,0.0755106879562,0.714757532857,0.0210125427939,0.971582538516,0.8,0.00415644478909,50000,95
44.9201126247,3.28481673089e-09,9.56775692196e-09,0.133089347739,0.0235788111535,0.741484002405,0.0458976569594,0.921415216882,1.4,0.00756523176828,379821.796001,62.0178203999
192.143126809,8.9468448741e-09,8.55229639959e-09,0.0132124095058,0.0658956119759,0.794600296121,0.0117843437488,0.918625153139,1,0.00387594340139,408362.44041,59.163755959
83.3815610426,2.07158848904e-09,9.30668756823e-09,0.198378153505,0.0892273958574,0.575434061745,0.0482995420555,0.945135245321,0.8,0.00353698454574,403615.710541,59.6384289459
25.4024400615,9.77518968681e-09,3.11638717944e-09,0.199901911084,0.0224552732774,0.886562288246,0.0111892359585,0.78737552094,1,0.00591484176188,50000,95
168.47005541,4.52532553411e-09,6.02404178623e-10,0.181140160991,0.0234715401735,0.756801915238,0.017881475948,0.44022572848,0.4,0.00305405639541,445256.747128,55.4743252872
199.676391857,8.55747371836e-10,4.60535052625e-09,0.0499739923863,0.0180565223232,0.999373650993,0.0185135720192,0.817038019262,1.2,0.00819646414318,156280.596293,84.3719403707
167.16433243,3.90975375787e-09,9.10606364825e-09,0.199771635943,0.0162465111614,0.900544473853,0.0310823382738,0.954712529337,1.6,0.0101579440661,67194.9546757,93.2805045324
79.2318655589,6.61557057048e-09,2.40897995164e-09,0.097914342765,0.0541921785323,0.611157512832,0.0104731071907,0.646079072709,0.6,0.00286539756367,85227.7245362,91.4772275464
20.2576639047,4.33774879513e-09,6.41544636976e-09,0.11444447375,0.08312452628,0.957580779047,0.020742572008,0.863006202236,0.8,0.00531310528564,63689.998314,93.6310001686
123.303276709,9.99688542825e-09,9.83163879396e-09,0.108605815037,0.0233609276247,0.382407183342,0.0278786871361,0.745155307009,1.4,0.00395912305328,215184.377624,78.4815622376
101.372123596,6.99443375909e-09,1.97897681808e-09,0.199160225685,0.097180302461,0.624207384295,0.0248075033888,0.786105502699,0.4,0.00240617497731,119459.201781,88.0540798219
195.762410138,6.54404996219e-09,8.07097582777e-10,0.0526277038035,0.0610354113289,0.451013513047,0.0119974283542,0.629519494431,0.2,0.00159664829834,202766.173532,79.7233826468
183.675102717,8.58552607368e-09,4.71606917261e-10,0.11193033396,0.0529731405866,0.81880306488,0.0267135480639,0.907094047724,0.2,0.00274629876541,93313.9198579,90.6686080142
95.8350632111,5.94715440168e-09,1.93672654173e-09,0.0480973700117,0.014687975716,0.956194660162,0.0299196476108,0.920572395517,0.8,0.00597769070049,342358.279714,65.7641720286
44.2819138929,3.12752751181e-09,3.11034227862e-09,0.196761462361,0.0904495687988,0.998529564973,0.0356302065105,0.851243902516,0.4,0.00435842337963,226577.316683,77.3422683317
157.111409944,4.93131071371e-09,9.4978164511e-10,0.0948961280465,0.0751879300372,0.356161234937,0.020771529119,0.984613434276,0.2,0.00125604326624,50000,95
141.696346465,8.38544845513e-09,7.53768425958e-09,0.0194983862514,0.0333683259945,0.201415399416,0.018499596477,0.958735211199,1.2,0.00141140021873,443512.019757,55.6487980243
103.623208766,9.90502675592e-09,5.30322448424e-09,0.166759038075,0.0703265776705,0.360901044214,0.026357225578,0.842068010097,0.8,0.00198807213555,103579.478423,89.6420521577
146.895474323,8.35126091173e-10,6.28696953339e-09,0.115800566367,0.0920855097755,0.387042009676,0.011260051073,0.414369012862,0.6,0.00206313073252,299383.442665,70.0616557335
177.555451584,5.65090074165e-10,9.68082441237e-09,0.162189903732,0.0974268644157,0.20009355961,0.0158696501411,0.878090867035,0.8,0.00120901793503,50000,95
182.291893998,4.95003523391e-09,4.46789591053e-09,0.199450582986,0.0758163652342,0.361103333172,0.0121947608532,0.722338666232,0.6,0.00183887560818,50293.6223882,94.9706377612
119.533563121,5.66031502793e-09,9.59160262384e-09,0.140910394977,0.011530275041,0.268856879842,0.0321481855056,0.851920870904,1.8,0.00340505359309,147283.595548,85.2716404452
20.0195172338,4.14232479896e-09,5.9663846359e-09,0.0930264241241,0.0636335423106,0.218977657673,0.0276836461956,0.89034714076,0.8,0.00129784699793,122269.006471,87.7730993529
64.8697113586,8.17293207813e-09,5.92403160336e-09,0.10092692803,0.0106257456198,0.448411086291,0.0157247887508,0.956974390802,1.4,0.00470990777821,50000,95
64.9895159887,3.18455691412e-10,2.44540115799e-09,0.11767151189,0.096305946964,0.733390764895,0.0271268294087,0.876530072611,0.4,0.00296927853291,109920.624527,89.0079375473
128.26524058,3.09507522105e-09,6.56908109524e-09,0.158459697945,0.0283871525906,0.747920075663,0.0135832992751,0.535745255028,1.2,0.00613368179807,167733.142696,83.2266857304
158.112091366,7.38595950883e-09,4.6481056506e-09,0.0589134045987,0.0142500085789,0.902718634709,0.0145422859211,0.736303896278,1.2,0.00796744877048,117961.584207,88.2038415793
130.089784838,1.53219251609e-10,9.83906619943e-09,0.0268933279022,0.0296942524735,0.351938493804,0.0187092798582,0.797900656841,1.4,0.00311556022335,438653.518334,56.1346481666
129.832941051,8.16303452455e-10,4.2178660739e-09,0.118056843998,0.0732567075974,0.291097749671,0.0480758101587,0.969648866178,0.6,0.00147196975395,442812.615824,55.7187384176
109.177491947,5.0314299088e-09,2.92156380445e-10,0.0830263308314,0.066412549173,0.726914558283,0.0331995062324,0.787481242347,0.2,0.00225707988737,400457.591433,59.9542408567
58.0927857934,7.92030731257e-09,4.22960148536e-09,0.164054261364,0.0695743000241,0.958189890453,0.0456909337822,0.834495403802,0.6,0.0049278110978,629259.6085,37.07403915
94.4577342219,1.34363441988e-09,7.88509545377e-09,0.0209001070862,0.0944489297009,0.960457295241,0.0128660796777,0.72721150661,0.8,0.00479357793622,509839.944453,49.0160055547
136.154181866,5.06186699504e-10,1.82593172454e-09,0.175884546942,0.0122293846669,0.530161095638,0.0460453795205,0.829162576417,0.8,0.00340792510466,643965.176411,35.6034823589
182.844181088,4.18334297738e-09,5.22948048888e-10,0.172097570178,0.0228508727121,0.363581512734,0.0132847765282,0.943687947403,0.4,0.00142953370752,50000,95
196.822438091,4.31645427452e-09,5.43480424582e-10,0.19538980747,0.0599211749136,0.883336930861,0.0353803588866,0.632448539453,0.2,0.00296778772912,741392.011058,25.8607988942
91.3669597734,3.60187506082e-09,4.27900119478e-09,0.0429073137672,0.0149016518858,0.710216877267,0.0102021550494,0.704185153615,1.2,0.00592800260094,146356.060781,85.3643939219
55.0087253005,3.68616528595e-09,2.16071624806e-09,0.0600038947188,0.0960729502351,0.974109339619,0.0244293477027,0.601451263802,0.4,0.00382741198539,612314.662488,38.7685337512
44.013521829,5.99324831025e-10,1.95491323682e-09,0.0271915634668,0.026376750174,0.441304899986,0.0165891861765,0.995833964837,0.6,0.00223646916571,247835.149987,75.2164850013
